"Year","Taxon","Common","Low_Plant","High_Plant","County","x","y","description"
2008,"Lepidium latifolium","Perennial pepperweed",,,"Marin","37.83413779080341","-122.5370933465266",
2008,"Lepidium latifolium","Perennial pepperweed",,,"Marin","37.83508747347875","-122.53844055271747",
2008,"Lepidium latifolium","Perennial pepperweed",,1,"Marin",37.93263237,-122.69128918,
2008,"Lepidium latifolium","Perennial pepperweed",,1,"Marin",37.92808417,-122.68242356,
2008,"Lepidium latifolium","Perennial pepperweed",,1,"Marin",37.93263237,-122.69128918,
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.00154072","-123.0084515",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.996502","-123.0138494",
2008,"Lepidium latifolium","Perennial pepperweed",,1,"Marin",38.01982532,-122.51973537,
2008,"Lepidium latifolium","Perennial pepperweed",,1,"Marin",38.02030631,-122.5176527,
2008,"Lepidium latifolium","Perennial pepperweed",,1,"Marin",38.0184841,-122.52284389,
2008,"Lepidium latifolium","Perennial pepperweed",,1,"Marin",38.01935085,-122.52157385,
2008,"Lepidium latifolium","Perennial pepperweed",,1,"Marin",38.01723865,-122.50748748,
2008,"Lepidium latifolium","Perennial pepperweed",,1,"Marin",38.02017706,-122.51827858,
2008,"Lepidium latifolium","Perennial pepperweed",,1,"Marin",38.02011169,-122.51890812,
2008,"Lepidium latifolium","Perennial pepperweed",,,"Marin","37.82938803043018","-122.48470811356317",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02513841","-122.8798073",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99955788","-123.0084854",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.00154072","-123.0084515",
2008,"Lepidium latifolium","Perennial pepperweed",,0,"Marin",38.01420533,-122.51029169,
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.794107","-122.477014",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99955788","-123.0084854",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02513841","-122.8798073",
2008,"Lepidium latifolium","Perennial pepperweed",,,"Marin","37.82489422638674","-122.52615537612711",
2008,"Lepidium latifolium","Perennial pepperweed",,,"Marin","37.82521916666667","-122.5272865",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.996502","-123.0138494",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.996502","-123.0138494",
2008,"Lepidium latifolium","Perennial pepperweed",,1,"San Francisco",37.745934,-122.375526,
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02513841","-122.8798073",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.026365","-122.883672",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02677667","-122.8872313",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.0276261","-122.8920268",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02837776","-122.8959507",
2008,"Lepidium latifolium","Perennial pepperweed",,,"Marin","37.84240833333333","-122.54065000000001",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.93584533","-122.7501867",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.93537333","-122.7498",
2008,"Lepidium latifolium","Perennial pepperweed",,,"Marin","37.84028316666666","-122.53525450000001",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.15442333","-122.9475883",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.15548765","-122.9484579",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02510667","-122.9660212",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02536485","-122.9655663",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02570556","-122.9648757",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.027652","-122.963968",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.996502","-123.0138494",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.01538476","-123.003862",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99774625","-123.0090661",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99774625","-123.0090661",
2008,"Lepidium latifolium","Perennial pepperweed",,,"San Mateo","37.62838","-122.46354666666664",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99774625","-123.0090661",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99774625","-123.0090661",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99774625","-123.0090661",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99798981","-123.0055353",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99897214","-123.0070275",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99955788","-123.0084854",
2008,"Lepidium latifolium","Perennial pepperweed",,,"Marin","37.824585000000006","-122.52977333333335",
2008,"Lepidium latifolium","Perennial pepperweed",,"0","Marin","37.824585000000006","-122.52977333333335",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99955788","-123.0084854",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99955788","-123.0084854",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.00154063","-123.0097158",
2008,"Lepidium latifolium","Perennial pepperweed",,"0","Marin","37.83071166666667","-122.52228333333332",
2008,"Lepidium latifolium","Perennial pepperweed",,,"Marin","37.83071166666667","-122.52228333333332",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99955788","-123.0084854",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.00179288","-123.010889",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.802427","-122.463199",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.00154072","-123.0084515",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.00154072","-123.0084515",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99955788","-123.0084854",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.00105403","-123.0084058",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.00154072","-123.0084515",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99889959","-123.0124489",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99809724","-123.0142028",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99809724","-123.0142028",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.00269444","-123.0075518",
2008,"Lepidium latifolium","Perennial pepperweed",,,"Marin","38.1186505","-122.95439883333331",
2008,"Lepidium latifolium","Perennial pepperweed",,,"Marin","37.829443333333344","-122.48404166666663",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.08667517","-122.9522333",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.0951555","-122.9377068",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.04273371","-122.9792943",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.996502","-123.0138494",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.996502","-123.0138494",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.996502","-123.0138494",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.996502","-123.0138494",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.996502","-123.0138494",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99809724","-123.0142028",
2008,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99809724","-123.0142028",
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.7537317167,-122.2495525497,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.7420959486,-122.2100956744,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.6775020758,-122.1679822746,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.7418637784,-122.2106004367,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.8244807292,-122.3181968178,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.8245607822,-122.317868239,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.8256992142,-122.3162296474,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.8413199496,-122.2977933813,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.8245090968,-122.3172796997,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.6821580607,-122.1737089918,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.8603004981,-122.3052656571,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.8626455266,-122.3036269991,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.8411969,-122.29783533,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.74647189,-122.20093776,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.74597919,-122.2002662,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.71549714,-122.20275792,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.65293567,-122.1467093,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.73522512,-122.25476622,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.73276084,-122.25089759,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.75930551,-122.22261741,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.75958022,-122.22026557,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.86367394,-122.30125723,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.67160407,-122.1651716726,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.67896078,-122.17169596,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.64485961,-122.15446316,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.7429848,-122.20721432,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.74059673,-122.21092214,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.67093681,-122.16463878,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.74054175,-122.21101501,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.82519833,-122.31721693,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.82554894,-122.31633624,
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.931719","-122.676773",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.715288","-122.392689",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.742866","-122.507986",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99809724","-123.0142028",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.00269444","-123.0075518",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.9998194","-123.0061391",
2009,"Lepidium latifolium","Perennial pepperweed",,,"San Francisco","37.81877666666667","-122.53024166666667",
2009,"Lepidium latifolium","Perennial pepperweed",,"130","San Francisco","37.81877666666667","-122.53024166666667",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99889959","-123.0124489",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99752003","-123.0170842",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99809724","-123.0142028",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99809724","-123.0142028",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99897214","-123.0070275",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.00154072","-123.0084515",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99752003","-123.0170842",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99809724","-123.0142028",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.784139","-122.506259",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02784","-122.8839915",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02814733","-122.8842527",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.794218","-122.481579",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.795292","-122.479879",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.79094","-122.474174",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.791392","-122.47441",
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Marin","37.93426","-122.69646166666668",
2009,"Lepidium latifolium","Perennial pepperweed",,,"Marin","37.93426","-122.69646166666668",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Mateo","37.696317","-122.497751",
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Marin",38.10022144,-122.54112104,
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.8498374154,-122.2985920094,
2009,"Lepidium latifolium","Perennial pepperweed",,400,"Marin",38.10024915,-122.54109824,
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Mateo","37.596542","-122.505111",
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.7357017269,-122.2559590616,
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.8978767395,-122.3085784912,
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.8978691101,-122.3086090088,
2009,"Lepidium latifolium","Perennial pepperweed",," ","Marin",38.1003432,-122.54125018,
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.7534616294,-122.2489202933,
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.75234826,-122.24529407,
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.76841114,-122.27679569,
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.7685137,-122.27714073,
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.76678856,-122.27521069,
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.8650001479,-122.3098674848,
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.8651990338,-122.3091257593,
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.86523082,-122.30936485,
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.86529398,-122.30881296,
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.86536672,-122.30841429,
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.86538549,-122.30781855,
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.8654749588,-122.3075327305,
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.8655372163,-122.307202524,
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.8694601136,-122.3132863139,
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.877721651,-122.3097556101,
2009,"Lepidium latifolium","Perennial pepperweed",,"1","Alameda",37.8777082633,-122.3097374864,
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.790681","-122.456856",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.795544","-122.475834",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.796825","-122.480005",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.787988","-122.479113",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.793304","-122.458813",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.793232","-122.482836",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.8003","-122.471132",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.804927","-122.45791",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.803888","-122.467165",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.803037","-122.478542",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.793568","-122.477415",
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.798173","-122.479166",
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.87311531,-122.30829267,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.86300293,-122.30400409,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.86210837,-122.30348727,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.86314675,-122.30485885,
2009,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.714356","-122.501424",
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.5877465,-121.8914117,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.5901642,-121.8864428,
2009,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.5904894,-121.8861472,
2009,"Aster lentus","Suisun marsh aster",,1,"Alameda",37.5740804,-121.8242699,
2009,"Symphyotrichum lentum","Suisun marsh aster",,1,"Alameda",37.5740337,-121.8223964,
2009,"Symphyotrichum lentum","Suisun marsh aster",,1,"Alameda",37.5739399,-121.8233818,
2009,"Symphyotrichum lentum","Suisun marsh aster",,1,"Alameda",37.5906867,-121.8860516,
2009,"Symphyotrichum lentum","Suisun marsh aster",,1,"Alameda",37.5944946,-121.8173801,
2009,"Symphyotrichum lentum","Suisun marsh aster",,"1+","San Mateo","37.580162","-122.4234725",
2009,"Symphyotrichum lentum","Suisun marsh aster",,"1+","San Mateo","37.5858095","-122.4100758",
2015,"Aster lentus","Suisun marsh aster",," ","Alameda",37.8652809,-122.3096494,
2015,"Symphyotrichum lentum","Suisun marsh aster",11,50,"Alameda",37.8636174,-122.3012687,
2015,"Symphyotrichum lentum","Suisun marsh aster",11,50,"Alameda",37.8694458,-122.313319,
2015,"Symphyotrichum lentum","Suisun marsh aster",2,10,"Alameda",37.8821136,-122.305057,
2015,"Symphyotrichum lentum","Suisun marsh aster",11,50,"Alameda",37.8649489,-122.3069158,
2015,"Symphyotrichum lentum","Suisun marsh aster",,"1+","Marin","38.1089","-122.849598",
